Sample_Names	Total_Mutations	Cosine_similarity	L1_Norm	L1_Norm_%	100-L1_Norm_%	L2_Norm	L2_Norm_%	100-L2_Norm_%	KL_Divergence	Correlation
Eso-AdenoCA@SP111116	21883	0.984	4176.478	19.085	80.91499999999999	602.65	17.766	82.23400000000001	0.0356	0.972
Eso-AdenoCA@SP111099	17840	0.987	3740.363	20.966	79.03399999999999	547.089	16.27	83.73	0.0571	0.982
Eso-AdenoCA@SP23502	74471	0.987	18268.992	24.532	75.468	3122.537	15.818	84.182	0.059	0.985
Eso-AdenoCA@SP111069	21386	0.981	5252.815	24.562	75.438	729.08	19.451	80.549	0.0543	0.971
Eso-AdenoCA@SP111043	45635	0.991	11076.526	24.272	75.72800000000001	1692.322	13.16	86.84	0.0815	0.99
Eso-AdenoCA@SP111024	29357	0.989	6534.635	22.259	77.741	1026.098	14.502	85.498	0.0496	0.987
Eso-AdenoCA@SP111011	45224	0.991	10660.139	23.572	76.428	1669.293	13.167	86.833	0.0641	0.99
Eso-AdenoCA@SP111082	27205	0.99	5944.401	21.85	78.15	914.945	14.416	85.584	0.0524	0.987
Eso-AdenoCA@SP111074	31083	0.997	4484.957	14.429	85.571	652.935	8.064	91.936	0.0339	0.996
Eso-AdenoCA@SP110845	41287	0.983	11716.74	28.379	71.621	1868.171	18.273	81.727	0.0844	0.98
Eso-AdenoCA@SP110857	13555	0.98	2611.191	19.264	80.736	374.016	19.873	80.127	0.0351	0.956
Eso-AdenoCA@SP111017	24806	0.993	4860.058	19.592	80.408	668.084	11.702	88.298	0.0386	0.991
Eso-AdenoCA@SP111080	13888	0.98	3179.021	22.89	77.11	446.874	19.722	80.27799999999999	0.0501	0.968
Eso-AdenoCA@SP23506	6454	0.975	1362.905	21.117	78.883	181.7	22.186	77.814	0.046	0.931
Eso-AdenoCA@SP111075	18368	0.984	4008.906	21.825	78.175	593.161	17.755	82.245	0.0456	0.977
Eso-AdenoCA@SP111112	17292	0.988	3359.594	19.429	80.571	464.781	15.139	84.861	0.037	0.983
Eso-AdenoCA@SP111001	59462	0.993	11909.283	20.028	79.97200000000001	1801.963	11.601	88.399	0.0487	0.992
Eso-AdenoCA@SP111027	6748	0.978	1449.645	21.483	78.517	200.292	21.011	78.989	0.0508	0.953
Eso-AdenoCA@SP111117	34344	0.985	6940.996	20.21	79.78999999999999	1065.736	17.537	82.463	0.0522	0.977
Eso-AdenoCA@SP110842	25699	0.982	6297.311	24.504	75.496	949.035	19.529	80.471	0.0663	0.974
Eso-AdenoCA@SP111173	105594	0.993	23550.691	22.303	77.697	3473.447	12.285	87.715	0.0598	0.991
Eso-AdenoCA@SP111008	14664	0.979	3070.145	20.937	79.063	422.704	20.52	79.48	0.0432	0.955
Eso-AdenoCA@SP111070	15085	0.974	3267.861	21.663	78.337	492.004	22.61	77.39	0.0427	0.947
Eso-AdenoCA@SP110847	17630	0.969	4398.639	24.95	75.05	667.092	24.772	75.22800000000001	0.0711	0.944
Eso-AdenoCA@SP111077	38605	0.991	7268.705	18.828	81.172	1033.038	13.409	86.591	0.0393	0.988
Eso-AdenoCA@SP111091	54578	0.985	13938.526	25.539	74.461	2362.711	17.332	82.668	0.0687	0.982
Eso-AdenoCA@SP111072	9699	0.972	2416.562	24.916	75.084	370.399	24.062	75.938	0.0732	0.954
Eso-AdenoCA@SP111084	22661	0.964	5566.23	24.563	75.437	769.185	26.671	73.32900000000001	0.0583	0.901
Eso-AdenoCA@SP23504	10946	0.99	2272.003	20.756	79.244	360.477	14.254	85.746	0.0602	0.987
Eso-AdenoCA@SP23500	18697	0.995	3068.285	16.411	83.589	460.251	9.546	90.45400000000001	0.0388	0.995
Eso-AdenoCA@SP111029	6229	0.982	1224.673	19.661	80.339	177.043	19.219	80.781	0.0397	0.965
Eso-AdenoCA@SP111175	123973	0.992	32039.192	25.844	74.156	4748.814	12.651	87.349	0.1067	0.991
Eso-AdenoCA@SP111049	24691	0.989	4308.89	17.451	82.549	618.686	14.959	85.041	0.033	0.982
Eso-AdenoCA@SP23498	24979	0.987	4347.685	17.405	82.595	599.658	16.135	83.865	0.0313	0.975
Eso-AdenoCA@SP111002	10434	0.988	2218.146	21.259	78.741	304.177	15.643	84.357	0.0432	0.982
Eso-AdenoCA@SP110866	24806	0.987	6062.295	24.439	75.561	981.587	15.925	84.075	0.0657	0.985
Eso-AdenoCA@SP111035	22519	0.973	6792.117	30.162	69.838	961.2	23.086	76.914	0.0976	0.961
Eso-AdenoCA@SP111009	24073	0.993	4220.874	17.534	82.46600000000001	728.064	12.003	87.997	0.0374	0.991
Eso-AdenoCA@SP111114	57609	0.991	11700.721	20.311	79.689	1827.991	13.518	86.482	0.0499	0.989
Eso-AdenoCA@SP111000	28980	0.993	5193.854	17.922	82.078	820.652	11.939	88.061	0.0354	0.991
Eso-AdenoCA@SP111045	11300	0.942	3844.334	34.021	65.979	567.947	33.837	66.163	0.1103	0.889
Eso-AdenoCA@SP110861	14619	0.978	3390.446	23.192	76.80799999999999	505.545	20.827	79.173	0.0668	0.965
Eso-AdenoCA@SP111047	33869	0.986	6223.281	18.375	81.625	871.82	16.769	83.231	0.0337	0.974
Eso-AdenoCA@SP111088	19584	0.991	3378.137	17.249	82.751	496.592	13.308	86.69200000000001	0.0349	0.988
Eso-AdenoCA@SP111056	36152	0.985	8169.747	22.598	77.402	1276.239	17.625	82.375	0.0568	0.979
Eso-AdenoCA@SP111089	10789	0.986	1829.254	16.955	83.045	248.238	16.739	83.261	0.0328	0.968
Eso-AdenoCA@SP111038	29441	0.984	6237.304	21.186	78.814	878.14	17.625	82.375	0.049	0.975
Eso-AdenoCA@SP110849	20114	0.988	4360.031	21.677	78.32300000000001	600.165	15.211	84.789	0.0506	0.984
Eso-AdenoCA@SP111164	39606	0.99	8019.282	20.248	79.752	1267.658	14.403	85.597	0.0514	0.987
Eso-AdenoCA@SP111057	11311	0.982	2009.065	17.762	82.238	292.023	18.691	81.309	0.0333	0.961
Eso-AdenoCA@SP111119	35397	0.987	7829.03	22.118	77.882	1075.203	15.962	84.038	0.0449	0.982
Eso-AdenoCA@SP111095	27106	0.986	5594.858	20.641	79.35900000000001	841.819	16.891	83.10900000000001	0.0448	0.979
Eso-AdenoCA@SP111064	19353	0.98	3696.353	19.1	80.9	541.345	19.954	80.04599999999999	0.0346	0.957
Head-SCC@SP29914	26983	0.968	5776.387	21.408	78.592	853.475	25.656	74.344	0.0454	0.9
Head-SCC@SP31046	3021	0.972	716.404	23.714	76.286	109.778	23.644	76.356	0.0531	0.95
Head-SCC@SP31334	12512	0.991	1943.915	15.536	84.464	314.305	13.303	86.697	0.0313	0.987
Head-SCC@SP30011	5556	0.929	2016.602	36.296	63.704	294.35	36.98	63.02	0.1145	0.85
Head-SCC@SP31174	8814	0.972	1973.37	22.389	77.611	300.385	24.154	75.846	0.0534	0.942
Head-SCC@SP32662	16693	0.993	2444.336	14.643	85.357	363.613	12.084	87.916	0.0253	0.989
Head-SCC@SP31126	9476	0.95	2993.578	31.591	68.40899999999999	416.468	31.242	68.758	0.0862	0.892
Head-SCC@SP32958	13193	0.994	2245.985	17.024	82.976	338.429	11.348	88.652	0.0412	0.992
Head-SCC@SP31422	16896	0.981	3316.612	19.63	80.37	463.827	19.467	80.533	0.0332	0.96
Head-SCC@SP33496	49681	0.998	6798.13	13.684	86.316	1053.388	7.01	92.99	0.0305	0.997
Head-SCC@SP34005	3390	0.968	949.592	28.012	71.988	138.063	25.492	74.508	0.0686	0.947
Head-SCC@SP30113	87623	0.983	16118.718	18.396	81.604	2158.837	18.469	81.531	0.0283	0.961
Head-SCC@SP31030	27225	0.992	5759.062	21.154	78.846	970.977	12.791	87.209	0.0719	0.991
Head-SCC@SP33544	30658	0.97	7366.298	24.027	75.973	1066.153	24.478	75.52199999999999	0.0656	0.937
Head-SCC@SP33688	43025	0.997	5983.235	13.906	86.094	1200.316	8.271	91.729	0.0257	0.996
Head-SCC@SP30907	12900	0.981	2441.007	18.923	81.077	319.487	19.577	80.423	0.0289	0.945
Head-SCC@SP30185	5051	0.99	1123.258	22.238	77.762	161.212	14.079	85.92099999999999	0.0573	0.988
Head-SCC@SP33837	3950	0.987	702.814	17.793	82.207	106.251	16.003	83.997	0.0343	0.98
Head-SCC@SP31790	7187	0.977	1529.296	21.279	78.721	228.236	21.424	78.576	0.0409	0.957
Head-SCC@SP30143	5903	0.977	1634.692	27.693	72.307	263.917	21.506	78.494	0.0662	0.969
Head-SCC@SP30071	17995	0.941	4917.889	27.329	72.67099999999999	773.081	33.966	66.03399999999999	0.0886	0.825
Head-SCC@SP30493	14138	0.996	2105.281	14.891	85.109	384.796	9.088	90.912	0.033	0.995
Head-SCC@SP32014	4627	0.97	1103.832	23.856	76.144	157.399	24.252	75.748	0.0517	0.936
Head-SCC@SP30332	52507	0.982	9226.841	17.573	82.42699999999999	1295.727	18.939	81.061	0.0268	0.955
Head-SCC@SP31814	7544	0.984	1381.92	18.318	81.682	195.636	17.761	82.239	0.0373	0.969
Head-SCC@SP29987	16812	0.97	3926.447	23.355	76.645	548.906	24.312	75.688	0.0512	0.928
Head-SCC@SP30083	5849	0.984	1258.276	21.513	78.487	177.541	17.918	82.082	0.0462	0.976
Head-SCC@SP32742	21859	0.991	4453.555	20.374	79.626	748.748	13.452	86.548	0.045	0.989
Head-SCC@SP115162	4142	0.992	724.574	17.493	82.507	96.766	12.73	87.27	0.0338	0.988
Head-SCC@SP29940	8798	0.986	1734.678	19.717	80.283	267.521	16.958	83.042	0.0456	0.979
Head-SCC@SP30843	3037	0.952	996.845	32.823	67.17699999999999	177.637	30.926	69.074	0.1231	0.931
Head-SCC@SP32222	523	0.96	168.633	32.243	67.757	24.131	28.137	71.863	0.1101	0.934
Head-SCC@SP31190	12989	0.961	3054.811	23.518	76.482	447.599	27.598	72.402	0.0566	0.881
Head-SCC@SP30077	24415	0.981	5225.62	21.403	78.59700000000001	737.247	19.302	80.69800000000001	0.0505	0.967
Head-SCC@SP32694	22002	0.978	5476.751	24.892	75.108	885.173	21.252	78.748	0.0954	0.969
Head-SCC@SP33774	5155	0.976	1178.92	22.869	77.131	170.396	22.244	77.756	0.0461	0.955
Head-SCC@SP30093	5198	0.985	991.433	19.073	80.92699999999999	143.95	17.739	82.261	0.0409	0.974
Head-SCC@SP33094	13164	0.989	2028.916	15.413	84.587	283.583	15.023	84.977	0.0273	0.977
Head-SCC@SP30803	49453	0.997	6218.593	12.575	87.425	1352.277	7.931	92.069	0.0256	0.997
Head-SCC@SP30675	63185	0.98	11404.526	18.049	81.951	1682.731	19.755	80.245	0.0264	0.954
Head-SCC@SP31854	31795	0.988	5802.598	18.25	81.75	841.548	15.63	84.37	0.039	0.981
Head-SCC@SP31606	3124	0.961	922.342	29.524	70.476	130.908	27.674	72.326	0.0664	0.927
Head-SCC@SP30213	7213	0.993	1321.121	18.316	81.684	221.513	11.509	88.491	0.0388	0.992
Head-SCC@SP32894	2866	0.962	756.798	26.406	73.594	117.765	27.33	72.67	0.064	0.929
Head-SCC@SP117260	7009	0.968	1552.15	22.145	77.855	222.989	24.957	75.043	0.0446	0.909
Head-SCC@SP117124	9006	0.983	1641.541	18.227	81.773	253.787	18.88	81.12	0.0328	0.969
Head-SCC@SP117932	13257	0.988	2791.046	21.053	78.947	470.602	15.783	84.217	0.0738	0.985
Head-SCC@SP117189	2892	0.973	664.813	22.988	77.012	89.934	23.159	76.84100000000001	0.0447	0.934
Head-SCC@SP117217	780	0.943	285.219	36.567	63.433	37.362	33.364	66.636	0.1341	0.882
Head-SCC@SP117779	6406	0.979	1229.983	19.2	80.8	190.285	20.514	79.486	0.0361	0.959
Head-SCC@SP117376	10635	0.967	2373.725	22.32	77.68	341.105	25.355	74.645	0.0439	0.905
Head-SCC@SP117681	3760	0.974	924.437	24.586	75.414	126.603	22.917	77.083	0.0574	0.948
Head-SCC@SP117408	4544	0.985	905.256	19.922	80.078	146.577	17.545	82.455	0.0421	0.978
Head-SCC@SP118015	5773	0.977	1282.407	22.214	77.786	187.047	21.839	78.161	0.0476	0.957
Head-SCC@SP117509	15087	0.988	3319.536	22.003	77.997	482.523	15.527	84.473	0.0481	0.984
Head-SCC@SP117482	23837	0.994	4173.695	17.509	82.491	777.315	11.139	88.861	0.0472	0.993
Head-SCC@SP117003	12468	0.99	2734.714	21.934	78.066	371.869	14.327	85.673	0.0573	0.986
Kidney-ChRCC@SP123975	40498	0.973	14131.237	34.894	65.106	2534.286	23.14	76.86	0.1431	0.968
Kidney-ChRCC@SP124044	1669	0.964	525.935	31.512	68.488	68.538	26.727	73.273	0.0926	0.934
Kidney-ChRCC@SP123972	10017	0.99	1694.12	16.912	83.088	245.421	14.092	85.908	0.0268	0.985
Kidney-ChRCC@SP123850	2052	0.969	561.661	27.371	72.629	75.485	24.82	75.18	0.0793	0.94
Kidney-ChRCC@SP123902	1681	0.948	490.891	29.202	70.798	66.447	32.02	67.97999999999999	0.0687	0.835
Kidney-ChRCC@SP123884	2210	0.953	767.622	34.734	65.26599999999999	112.826	30.507	69.493	0.106	0.924
Kidney-ChRCC@SP123964	2007	0.963	570.915	28.446	71.554	85.32	26.886	73.114	0.0772	0.936
Kidney-ChRCC@SP123995	1898	0.965	546.761	28.807	71.193	76.109	26.323	73.67699999999999	0.0722	0.935
Kidney-ChRCC@SP123846	1967	0.968	529.23	26.905	73.095	72.378	25.317	74.68299999999999	0.0798	0.936
Kidney-ChRCC@SP124003	882	0.947	276.563	31.356	68.644	36.519	32.084	67.916	0.1025	0.855
Kidney-ChRCC@SP123876	1768	0.962	461.05	26.077	73.923	61.781	27.432	72.568	0.057	0.89
Kidney-ChRCC@SP123878	1225	0.952	355.003	28.98	71.02	47.887	30.726	69.274	0.078	0.859
Kidney-ChRCC@SP123842	1775	0.947	574.317	32.356	67.644	75.623	32.167	67.833	0.0884	0.863
Kidney-ChRCC@SP123900	1493	0.961	402.353	26.949	73.051	54.274	27.702	72.298	0.0698	0.898
Kidney-ChRCC@SP123978	979	0.957	318.302	32.513	67.487	40.635	29.039	70.961	0.102	0.91
Kidney-ChRCC@SP123897	1799	0.949	665.718	37.005	62.995	114.154	31.643	68.357	0.1245	0.93
Kidney-ChRCC@SP124013	948	0.975	229.627	24.222	75.77799999999999	31.784	22.412	77.588	0.061	0.952
Kidney-ChRCC@SP124021	1618	0.965	458.937	28.364	71.636	60.672	26.15	73.85	0.0745	0.929
Kidney-ChRCC@SP123852	1957	0.97	571.764	29.216	70.78399999999999	82.746	24.214	75.786	0.0884	0.954
Kidney-ChRCC@SP123998	1981	0.968	583.254	29.442	70.55799999999999	77.705	25.256	74.744	0.0862	0.942
Kidney-ChRCC@SP123967	897	0.964	252.153	28.111	71.889	35.706	26.491	73.509	0.0914	0.933
Kidney-ChRCC@SP123988	3452	0.982	713.268	20.662	79.338	98.929	19.049	80.951	0.0439	0.966
Kidney-ChRCC@SP123984	1114	0.972	327.744	29.42	70.58	44.116	23.581	76.419	0.0807	0.955
Kidney-ChRCC@SP123858	839	0.97	241.037	28.729	71.271	33.841	24.253	75.747	0.0806	0.952
Kidney-ChRCC@SP123890	1255	0.969	318.726	25.396	74.604	41.399	24.898	75.102	0.0676	0.921
Kidney-ChRCC@SP123950	1671	0.942	565.55	33.845	66.155	80.407	33.601	66.399	0.1004	0.879
Kidney-ChRCC@SP123886	587	0.949	193.242	32.92	67.08	27.357	31.646	68.354	0.1064	0.898
Kidney-ChRCC@SP124033	1457	0.976	415.95	28.548	71.452	57.977	21.667	78.333	0.0828	0.965
Kidney-ChRCC@SP123892	1722	0.981	440.249	25.566	74.434	61.974	19.326	80.674	0.0667	0.973
Kidney-ChRCC@SP123840	1693	0.983	401.203	23.698	76.30199999999999	55.89	18.301	81.699	0.0516	0.975
Kidney-ChRCC@SP123969	2519	0.953	797.108	31.644	68.356	123.144	30.701	69.299	0.0878	0.921
Kidney-ChRCC@SP123953	1811	0.963	591.791	32.678	67.322	80.309	26.877	73.123	0.0879	0.94
Kidney-ChRCC@SP123955	1298	0.956	388.626	29.94	70.06	54.066	29.466	70.53399999999999	0.0836	0.905
Kidney-ChRCC@SP123882	2154	0.977	560.619	26.027	73.973	79.785	21.106	78.894	0.06	0.966
Kidney-ChRCC@SP123894	2687	0.979	601.052	22.369	77.631	85.308	20.175	79.825	0.0508	0.964
Kidney-ChRCC@SP124017	1055	0.965	350.794	33.251	66.749	47.746	26.414	73.586	0.1073	0.944
Kidney-ChRCC@SP123856	1071	0.928	414.461	38.699	61.301	52.597	37.163	62.837	0.1288	0.811
Kidney-ChRCC@SP123854	1550	0.97	382.695	24.69	75.31	51.077	24.302	75.69800000000001	0.0665	0.93
Kidney-ChRCC@SP123888	922	0.963	312.263	33.868	66.132	41.027	27.139	72.861	0.1166	0.938
Kidney-ChRCC@SP123870	869	0.967	292.124	33.616	66.384	41.54	25.467	74.533	0.1269	0.953
Kidney-ChRCC@SP123958	996	0.941	343.888	34.527	65.473	47.435	33.901	66.09899999999999	0.1133	0.87
Kidney-ChRCC@SP123844	1547	0.958	492.035	31.806	68.194	69.14	28.817	71.18299999999999	0.0979	0.924
Kidney-ChRCC@SP123872	3136	0.975	777.328	24.787	75.213	123.043	22.291	77.709	0.0588	0.962
Kidney-ChRCC@SP123874	1496	0.961	443.952	29.676	70.324	60.366	27.707	72.293	0.0801	0.922
Kidney-ChRCC@SP123836	2290	0.979	528.178	23.065	76.935	75.173	20.366	79.634	0.0549	0.965
Kidney-RCC@SP43633	1625	0.93	521.006	32.062	67.938	77.831	36.82	63.18	0.0854	0.805
Kidney-RCC@SP36498	5155	0.978	1000.408	19.407	80.593	131.244	21.186	78.814	0.0363	0.92
Kidney-RCC@SP37516	4226	0.976	822.081	19.453	80.547	110.542	21.716	78.28399999999999	0.0454	0.916
Kidney-RCC@SP39997	3899	0.976	739.752	18.973	81.027	102.353	21.751	78.249	0.0347	0.916
Kidney-RCC@SP35617	7162	0.978	1414.37	19.748	80.252	183.239	20.853	79.14699999999999	0.037	0.927
Kidney-RCC@SP37636	4093	0.97	928.996	22.697	77.303	125.143	24.284	75.71600000000001	0.0435	0.91
Kidney-RCC@SP39907	5336	0.974	1088.737	20.404	79.596	147.334	22.795	77.205	0.0377	0.907
Kidney-RCC@SP40736	4903	0.985	765.199	15.607	84.393	103.288	17.309	82.691	0.0305	0.948
Kidney-RCC@SP42154	6770	0.979	1257.976	18.582	81.418	166.82	20.537	79.463	0.0355	0.925
Kidney-RCC@SP39594	4241	0.981	746.695	17.607	82.393	99.801	19.611	80.389	0.0328	0.929
Kidney-RCC@SP41453	3691	0.979	691.229	18.727	81.273	91.716	20.503	79.497	0.0399	0.926
Kidney-RCC@SP34452	8219	0.985	1231.027	14.978	85.022	172.622	17.725	82.275	0.0248	0.942
Kidney-RCC@SP42829	6177	0.979	1055.793	17.092	82.908	155.659	20.36	79.64	0.0282	0.933
Kidney-RCC@SP37970	6495	0.98	1174.249	18.079	81.92099999999999	155.637	20.312	79.688	0.0367	0.925
Kidney-RCC@SP34186	6910	0.984	1064.464	15.405	84.595	147.123	17.886	82.114	0.026	0.941
Kidney-RCC@SP37903	7775	0.963	2101.783	27.033	72.967	267.964	26.911	73.089	0.0639	0.896
Kidney-RCC@SP35849	3362	0.972	753.469	22.411	77.589	98.802	23.661	76.339	0.0498	0.91
Kidney-RCC@SP36586	3106	0.968	741.923	23.887	76.113	99.158	25.329	74.67099999999999	0.0462	0.903
Kidney-RCC@SP34431	2982	0.971	587.23	19.692	80.30799999999999	85.316	24.738	75.262	0.0532	0.888
Kidney-RCC@SP37432	5645	0.982	946.502	16.767	83.233	129.218	19.151	80.849	0.0342	0.935
Kidney-RCC@SP35989	3913	0.966	873.387	22.32	77.68	122.273	25.902	74.098	0.0486	0.878
Kidney-RCC@SP39102	4572	0.976	919.723	20.116	79.884	122.653	21.81	78.19	0.0369	0.92
Kidney-RCC@SP34493	3922	0.972	919.689	23.449	76.551	116.366	23.697	76.303	0.0489	0.913
Kidney-RCC@SP36036	3818	0.984	626.174	16.401	83.599	82.485	17.853	82.14699999999999	0.0251	0.943
Kidney-RCC@SP35951	6968	0.982	1207.163	17.324	82.676	159.014	19.053	80.947	0.0311	0.934
Kidney-RCC@SP39248	4300	0.964	1034.282	24.053	75.947	142.339	26.661	73.339	0.0553	0.884
Kidney-RCC@SP34246	5527	0.983	911.997	16.501	83.499	123.772	18.405	81.595	0.0289	0.941
Kidney-RCC@SP35412	6784	0.985	1043.178	15.377	84.623	144.501	17.584	82.416	0.0248	0.948
Kidney-RCC@SP39298	8695	0.981	1413.7	16.259	83.741	200.063	19.69	80.31	0.0318	0.93
Kidney-RCC@SP38044	6580	0.986	981.42	14.915	85.08500000000001	132.18	16.734	83.26599999999999	0.0264	0.951
Kidney-RCC@SP38271	5557	0.967	1223.624	22.02	77.98	169.459	25.868	74.132	0.0548	0.874
Kidney-RCC@SP43201	4808	0.975	902.469	18.77	81.23	129.898	22.312	77.688	0.035	0.912
Kidney-RCC@SP34191	4778	0.974	896.384	18.761	81.239	131.358	22.606	77.394	0.0411	0.91
Kidney-RCC@SP40047	6876	0.983	1113.523	16.194	83.806	153.245	18.87	81.13	0.0285	0.935
Kidney-RCC@SP39349	3855	0.982	675.002	17.51	82.49	89.414	19.115	80.885	0.0304	0.936
Kidney-RCC@SP37369	3203	0.987	447.135	13.96	86.03999999999999	60.968	16.077	83.923	0.026	0.952
Kidney-RCC@SP38759	7609	0.984	1266.7	16.647	83.35300000000001	167.755	17.955	82.045	0.0307	0.946
Kidney-RCC@SP36218	3740	0.967	856.126	22.891	77.10900000000001	115.314	25.825	74.175	0.0514	0.883
Kidney-RCC@SP43510	3897	0.962	996.05	25.559	74.441	129.042	27.832	72.168	0.0552	0.857
Kidney-RCC@SP43770	4325	0.983	700.2	16.19	83.81	94.795	18.191	81.809	0.0269	0.94
Kidney-RCC@SP43651	7222	0.984	1138.074	15.758	84.242	152.331	17.799	82.201	0.0292	0.941
Kidney-RCC@SP106656	5345	0.97	1192.341	22.308	77.69200000000001	155.518	24.555	75.445	0.0457	0.889
Kidney-RCC@SP97249	6669	0.98	1242.005	18.624	81.376	164.864	20.132	79.868	0.029	0.932
Kidney-RCC@SP106638	7277	0.979	1302.069	17.893	82.107	177.638	20.401	79.599	0.034	0.923
Kidney-RCC@SP97161	6341	0.971	1319.338	20.806	79.194	182.468	24.427	75.57300000000001	0.0477	0.888
Kidney-RCC@SP43696	6229	0.97	1321.532	21.216	78.78399999999999	179.924	24.641	75.35900000000001	0.0483	0.887
Kidney-RCC@SP97113	4307	0.979	790.667	18.358	81.642	105.546	20.431	79.569	0.0329	0.923
Kidney-RCC@SP97124	7628	0.984	1207.098	15.825	84.175	164.43	18.258	81.742	0.0293	0.939
Kidney-RCC@SP43808	3165	0.968	679.157	21.458	78.542	95.187	25.651	74.349	0.0478	0.875
Kidney-RCC@SP43822	4969	0.935	1383.802	27.849	72.151	240.573	35.538	64.462	0.079	0.844
Kidney-RCC@SP43514	3165	0.967	708.702	22.392	77.608	96.102	25.663	74.337	0.0515	0.876
Kidney-RCC@SP97258	5461	0.977	1017.157	18.626	81.374	138.479	21.616	78.384	0.036	0.915
Kidney-RCC@SP97194	10282	0.981	1816.209	17.664	82.336	240.227	19.904	80.096	0.0327	0.926
Kidney-RCC@SP109470	7042	0.975	1360.253	19.316	80.684	187.066	22.233	77.767	0.036	0.908
Kidney-RCC@SP97278	5153	0.969	1055.049	20.474	79.526	151.19	25.007	74.993	0.0472	0.882
Kidney-RCC@SP109544	5015	0.974	1026.324	20.465	79.535	136.792	22.799	77.201	0.0376	0.906
Kidney-RCC@SP97104	7905	0.969	1865.66	23.601	76.399	242.731	25.555	74.445	0.0488	0.898
Kidney-RCC@SP106577	6970	0.969	1452.674	20.842	79.158	207.562	25.137	74.863	0.0424	0.881
Kidney-RCC@SP109457	3637	0.986	708.826	19.489	80.511	105.281	16.723	83.277	0.0371	0.978
Kidney-RCC@SP109478	1854	0.972	368.023	19.85	80.15	53.412	23.809	76.191	0.0481	0.906
Kidney-RCC@SP43688	3570	0.967	754.106	21.123	78.877	108.326	25.736	74.264	0.0443	0.875
Kidney-RCC@SP97243	5376	0.964	1228.668	22.855	77.145	170.902	27.366	72.634	0.0581	0.857
Kidney-RCC@SP97269	6872	0.969	1478.842	21.52	78.48	203.319	24.893	75.107	0.0471	0.886
Kidney-RCC@SP113926	2689	0.972	555.738	20.667	79.333	76.418	24.055	75.945	0.0435	0.893
Kidney-RCC@SP106560	3713	0.968	803.17	21.631	78.369	112.177	25.658	74.342	0.0538	0.876
Kidney-RCC@SP43792	5383	0.972	986.776	18.331	81.669	151.194	23.686	76.314	0.0406	0.896
Kidney-RCC@SP106602	4418	0.973	885.056	20.033	79.967	122.521	23.489	76.511	0.0434	0.899
Kidney-RCC@SP97145	2330	0.97	493.618	21.185	78.815	69.466	24.502	75.498	0.0419	0.896
Kidney-RCC@SP43664	7399	0.984	1148.069	15.517	84.483	155.022	17.783	82.217	0.0272	0.94
Kidney-RCC@SP43532	4781	0.977	916.429	19.168	80.832	120.624	21.368	78.632	0.0344	0.914
Kidney-RCC@SP102816	5072	0.972	1055.24	20.805	79.195	144.455	23.677	76.32300000000001	0.0486	0.898
Kidney-RCC@SP102795	9259	0.985	1366.968	14.764	85.236	191.282	17.511	82.489	0.0257	0.944
Kidney-RCC@SP103197	7291	0.981	1187.532	16.288	83.712	168.119	19.334	80.666	0.0347	0.932
Kidney-RCC@SP102827	7527	0.983	1239.969	16.474	83.526	168.116	18.469	81.531	0.0271	0.939
Kidney-RCC@SP103233	6207	0.982	994.011	16.014	83.986	142.845	18.89	81.11	0.032	0.938
Kidney-RCC@SP103507	19269	0.96	5678.813	29.471	70.529	1035.165	28.156	71.844	0.0709	0.943
Kidney-RCC@SP103100	4243	0.976	838.545	19.763	80.237	113.925	21.885	78.115	0.0379	0.919
Kidney-RCC@SP103416	5217	0.976	1077.667	20.657	79.343	145.263	21.959	78.041	0.0415	0.931
Kidney-RCC@SP103005	4970	0.978	885.086	17.809	82.191	124.639	21.138	78.862	0.0317	0.92
Kidney-RCC@SP102759	7556	0.987	1083.357	14.338	85.662	146.331	16.308	83.69200000000001	0.0241	0.95
Kidney-RCC@SP102741	6036	0.976	1180.689	19.561	80.439	159.563	21.779	78.221	0.0382	0.916
Kidney-RCC@SP102945	4369	0.982	796.479	18.23	81.77	100.456	18.672	81.328	0.0369	0.943
Kidney-RCC@SP103826	3873	0.976	745.163	19.24	80.76	101.395	21.919	78.081	0.0395	0.915
Kidney-RCC@SP103706	5931	0.969	1300.988	21.935	78.065	176.473	24.725	75.275	0.0511	0.889
Kidney-RCC@SP102897	27529	0.923	11341.253	41.197	58.803	1724.071	38.732	61.268	0.1499	0.869
Kidney-RCC@SP102881	5375	0.97	1183.022	22.01	77.99	160.482	24.212	75.788	0.0397	0.902
Kidney-RCC@SP103715	4835	0.98	864.138	17.873	82.127	116.655	20.134	79.866	0.0375	0.925
Kidney-RCC@SP102929	4803	0.982	712.719	14.839	85.161	108.728	19.008	80.992	0.037	0.933
Kidney-RCC@SP103619	2514	0.966	614.033	24.425	75.575	80.669	25.815	74.185	0.0497	0.892
Kidney-RCC@SP103844	4289	0.977	852.862	19.885	80.115	111.587	21.613	78.387	0.039	0.916
Kidney-RCC@SP103128	5760	0.98	1055.562	18.326	81.674	140.237	20.061	79.939	0.0317	0.929
Kidney-RCC@SP103300	6628	0.977	1305.798	19.701	80.299	174.492	21.435	78.565	0.0375	0.923
Kidney-RCC@SP103057	12227	0.987	2088.235	17.079	82.92099999999999	308.28	16.103	83.89699999999999	0.0274	0.977
Kidney-RCC@SP103340	4177	0.983	710.183	17.002	82.998	92.814	18.189	81.811	0.0284	0.944
