Chromosome	Start_Position	End_Position	SEQ_ASSAY_ID
7	28031481	28031721	JHU-500STP
7	28220018	28220258	JHU-500STP
7	2834549	2834789	JHU-500STP
7	2853894	2854074	JHU-500STP
7	2854447	2854627	JHU-500STP
7	2946253	2946493	JHU-500STP
7	2949621	2949861	JHU-500STP
7	2951747	2951987	JHU-500STP
7	2952890	2953130	JHU-500STP
7	2954818	2955058	JHU-500STP
7	2956881	2957061	JHU-500STP
7	2958082	2958262	JHU-500STP
7	2958975	2959275	JHU-500STP
7	2962210	2962450	JHU-500STP
7	2962746	2962986	JHU-500STP
7	2963812	2964052	JHU-500STP
7	2966308	2966488	JHU-500STP
7	2968161	2968401	JHU-500STP
7	2969559	2969739	JHU-500STP
7	2972104	2972284	JHU-500STP
7	2974054	2974294	JHU-500STP
7	2976649	2976889	JHU-500STP
7	2977483	2977723	JHU-500STP
7	2978268	2978508	JHU-500STP
7	2979352	2979592	JHU-500STP
7	2983828	2984188	JHU-500STP
7	2985401	2985641	JHU-500STP
7	2987194	2987434	JHU-500STP
7	2998067	2998247	JHU-500STP
7	30465199	30465379	JHU-500STP
7	30468941	30469121	JHU-500STP
7	30472663	30472843	JHU-500STP
7	30475573	30475753	JHU-500STP
7	30477140	30477320	JHU-500STP
7	30485708	30485888	JHU-500STP
7	30486534	30486766	JHU-500STP
7	30487865	30488045	JHU-500STP
7	30490813	30492673	JHU-500STP
7	30494719	30494960	JHU-500STP
7	30496316	30496556	JHU-500STP
7	41729222	41729702	JHU-500STP
7	41729741	41730161	JHU-500STP
7	41739568	41739988	JHU-500STP
7	50358587	50358767	JHU-500STP
7	50367173	50367413	JHU-500STP
7	50435677	50436097	JHU-500STP
7	50437136	50437316	JHU-500STP
7	50444210	50444510	JHU-500STP
7	50450201	50450441	JHU-500STP
7	50454985	50455225	JHU-500STP
7	50459373	50459613	JHU-500STP
7	50467580	50468360	JHU-500STP
7	55209934	55210174	JHU-500STP
7	55210969	55211209	JHU-500STP
7	55214245	55214485	JHU-500STP
7	55218930	55219110	JHU-500STP
7	55220177	55220417	JHU-500STP
7	55221654	55221894	JHU-500STP
7	55223460	55223700	JHU-500STP
7	55224168	55224583	JHU-500STP
7	55225310	55225490	JHU-500STP
7	55227811	55228051	JHU-500STP
7	55229137	55229377	JHU-500STP
7	55231380	55231560	JHU-500STP
7	55232931	55233171	JHU-500STP
7	55236128	55236308	JHU-500STP
7	55237968	55238268	JHU-500STP
7	55238796	55238976	JHU-500STP
7	55240626	55240866	JHU-500STP
7	55241554	55241794	JHU-500STP
7	55242373	55242553	JHU-500STP
7	55248958	55249198	JHU-500STP
7	55259369	55259609	JHU-500STP
7	55260406	55260586	JHU-500STP
7	55266362	55266602	JHU-500STP
7	55267967	55268147	JHU-500STP
7	55268844	55269084	JHU-500STP
7	55269361	55269541	JHU-500STP
7	55270183	55270423	JHU-500STP
7	55272921	55273341	JHU-500STP
7	5567330	5567570	JHU-500STP
7	5567605	5567845	JHU-500STP
7	5567890	5568370	JHU-500STP
7	5568761	5569061	JHU-500STP
7	5569105	5569349	JHU-500STP
7	6012981	6013221	JHU-500STP
7	6017183	6017423	JHU-500STP
7	6018182	6018422	JHU-500STP
7	6022418	6022658	JHU-500STP
7	6026370	6027270	JHU-500STP
7	6029388	6029628	JHU-500STP
7	6031555	6031735	JHU-500STP
7	6035124	6035304	JHU-500STP
7	6036915	6037095	JHU-500STP
7	6038702	6038942	JHU-500STP
7	6042055	6042295	JHU-500STP
7	6043251	6043491	JHU-500STP
7	6043536	6043716	JHU-500STP
7	6045472	6045712	JHU-500STP
7	6048548	6048728	JHU-500STP
7	6414296	6414476	JHU-500STP
7	6426788	6426968	JHU-500STP
7	6431493	6431733	JHU-500STP
7	6438230	6438410	JHU-500STP
7	6439697	6439877	JHU-500STP
7	6441458	6441698	JHU-500STP
7	6441891	6442131	JHU-500STP
7	66453301	66453541	JHU-500STP
7	66456085	66456325	JHU-500STP
7	66458183	66458423	JHU-500STP
7	66459143	66459383	JHU-500STP
7	66460220	66460460	JHU-500STP
7	75167428	75167896	JHU-500STP
7	75168177	75168828	JHU-500STP
7	75171023	75171459	JHU-500STP
7	75172028	75172351	JHU-500STP
7	75173925	75174165	JHU-500STP
7	75174279	75174519	JHU-500STP
7	75176193	75176373	JHU-500STP
7	75176991	75177171	JHU-500STP
7	75178123	75178363	JHU-500STP
7	75182691	75182931	JHU-500STP
7	75183324	75183585	JHU-500STP
7	75183691	75183871	JHU-500STP
7	75184667	75184907	JHU-500STP
7	75185281	75185521	JHU-500STP
7	75186004	75186124	JHU-500STP
7	75186895	75187135	JHU-500STP
7	75187424	75187604	JHU-500STP
7	75189010	75189250	JHU-500STP
7	75190578	75190758	JHU-500STP
7	75191335	75191515	JHU-500STP
7	75192188	75192428	JHU-500STP
7	75192439	75192619	JHU-500STP
7	75197441	75197621	JHU-500STP
7	75203015	75203255	JHU-500STP
7	75210493	75210673	JHU-500STP
7	75211338	75211518	JHU-500STP
7	75216020	75216200	JHU-500STP
7	75221311	75221491	JHU-500STP
7	75221640	75221880	JHU-500STP
7	75228443	75228623	JHU-500STP
7	75368058	75368298	JHU-500STP
7	77648540	77648720	JHU-500STP
7	77649006	77649306	JHU-500STP
7	77708212	77708452	JHU-500STP
7	77754962	77755202	JHU-500STP
7	77756503	77756743	JHU-500STP
7	77762171	77762411	JHU-500STP
7	77764310	77764550	JHU-500STP
7	77789315	77789615	JHU-500STP
7	77797208	77797448	JHU-500STP
7	77807283	77807463	JHU-500STP
7	77814876	77815056	JHU-500STP
7	77824165	77824405	JHU-500STP
7	77830404	77830584	JHU-500STP
7	77885133	77885913	JHU-500STP
7	77973065	77973305	JHU-500STP
7	77975179	77975419	JHU-500STP
7	77998411	77998591	JHU-500STP
7	78119027	78119207	JHU-500STP
7	78130878	78131118	JHU-500STP
7	78150734	78150974	JHU-500STP
7	78256375	78256615	JHU-500STP
7	78636343	78636583	JHU-500STP
7	79082305	79082665	JHU-500STP
7	80275996	80276236	JHU-500STP
7	80285815	80286055	JHU-500STP
7	80290332	80290572	JHU-500STP
7	80292275	80292515	JHU-500STP
7	80293677	80293857	JHU-500STP
7	80295691	80295871	JHU-500STP
7	80299213	80299393	JHU-500STP
7	80300266	80300506	JHU-500STP
7	80301176	80301416	JHU-500STP
7	80302032	80302212	JHU-500STP
7	80302619	80302799	JHU-500STP
7	80303260	80303500	JHU-500STP
7	81331864	81332104	JHU-500STP
7	81334658	81334898	JHU-500STP
7	81334916	81335156	JHU-500STP
7	81335552	81335792	JHU-500STP
7	81336552	81336732	JHU-500STP
7	81339420	81339600	JHU-500STP
7	81340725	81340905	JHU-500STP
7	81346494	81346734	JHU-500STP
7	81349991	81350231	JHU-500STP
7	81355149	81355389	JHU-500STP
7	81358887	81359127	JHU-500STP
7	81372171	81372351	JHU-500STP
7	81372607	81372847	JHU-500STP
7	81374255	81374495	JHU-500STP
7	81381382	81381622	JHU-500STP
7	81386439	81386679	JHU-500STP
7	81387943	81388183	JHU-500STP
7	81391985	81392225	JHU-500STP
7	81399153	81399333	JHU-500STP
7	82387840	82388080	JHU-500STP
7	82389907	82390147	JHU-500STP
7	82390621	82390861	JHU-500STP
7	82430780	82430960	JHU-500STP
7	82434954	82435194	JHU-500STP
7	82451779	82452019	JHU-500STP
7	82453521	82453761	JHU-500STP
7	82455850	82456030	JHU-500STP
7	82457145	82457325	JHU-500STP
7	82464905	82465085	JHU-500STP
7	82467475	82467715	JHU-500STP
7	82470709	82470889	JHU-500STP
7	82474573	82474813	JHU-500STP
7	82475826	82476006	JHU-500STP
7	82476388	82476628	JHU-500STP
7	82508595	82508835	JHU-500STP
7	82531922	82532102	JHU-500STP
7	82538140	82538380	JHU-500STP
7	82543888	82546228	JHU-500STP
7	82578778	82580818	JHU-500STP
7	82581141	82583001	JHU-500STP
7	82583038	82586278	JHU-500STP
7	82595054	82595834	JHU-500STP
7	82763550	82764990	JHU-500STP
7	82784045	82785725	JHU-500STP
7	82791634	82791934	JHU-500STP
7	86394425	86394965	JHU-500STP
7	86415554	86416454	JHU-500STP
7	86468117	86469257	JHU-500STP
7	86479652	86479892	JHU-500STP
7	86493534	86493774	JHU-500STP
7	91570347	91570527	JHU-500STP
7	91603003	91603303	JHU-500STP
7	91609514	91609694	JHU-500STP
7	91621408	91621588	JHU-500STP
7	91622163	91622403	JHU-500STP
7	91623892	91624132	JHU-500STP
7	91624902	91625142	JHU-500STP
7	91630054	91630174	JHU-500STP
7	91630405	91632565	JHU-500STP
7	91641729	91641969	JHU-500STP
7	91643506	91643686	JHU-500STP
7	91645391	91645631	JHU-500STP
7	91646283	91646463	JHU-500STP
7	91651488	91651728	JHU-500STP
7	91652105	91652345	JHU-500STP
7	91659145	91659325	JHU-500STP
7	91660781	91660961	JHU-500STP
7	91667699	91668119	JHU-500STP
7	91669949	91670249	JHU-500STP
7	91671309	91671549	JHU-500STP
7	91671913	91672153	JHU-500STP
7	91674304	91674544	JHU-500STP
7	91682005	91682305	JHU-500STP
7	91690534	91690774	JHU-500STP
7	91691573	91691813	JHU-500STP
7	91694510	91694810	JHU-500STP
7	91695680	91695920	JHU-500STP
7	91699311	91699551	JHU-500STP
7	91700198	91700378	JHU-500STP
7	91706124	91706364	JHU-500STP
7	91706979	91707219	JHU-500STP
7	91708359	91709499	JHU-500STP
7	91711785	91712025	JHU-500STP
7	91712446	91713046	JHU-500STP
7	91713895	91714313	JHU-500STP
7	91714784	91715024	JHU-500STP
7	91715515	91715755	JHU-500STP
7	91718672	91718972	JHU-500STP
7	91722400	91722640	JHU-500STP
7	91724291	91724531	JHU-500STP
7	91725976	91726696	JHU-500STP
7	91726883	91727123	JHU-500STP
7	91727355	91727595	JHU-500STP
7	91728971	91729211	JHU-500STP
7	91730149	91730389	JHU-500STP
7	91731873	91732173	JHU-500STP
7	91734944	91735124	JHU-500STP
7	91736551	91736791	JHU-500STP
7	91737770	91738070	JHU-500STP
7	91739364	91739544	JHU-500STP
7	92244406	92244646	JHU-500STP
7	92247333	92247573	JHU-500STP
7	92252284	92252464	JHU-500STP
7	92300674	92300914	JHU-500STP
7	92354903	92355143	JHU-500STP
7	92403957	92404197	JHU-500STP
7	92462366	92462666	JHU-500STP
7	92730625	92735425	JHU-500STP
7	98478733	98478913	JHU-500STP
7	98479532	98479712	JHU-500STP
7	98487892	98488132	JHU-500STP
7	98489978	98490218	JHU-500STP
7	98491372	98491552	JHU-500STP
7	98493324	98493504	JHU-500STP
7	98495306	98495546	JHU-500STP
7	98496993	98497173	JHU-500STP
7	98497255	98497435	JHU-500STP
7	98498204	98498384	JHU-500STP
7	98500950	98501190	JHU-500STP
7	98503748	98503928	JHU-500STP
7	98506317	98506617	JHU-500STP
7	98507620	98507860	JHU-500STP
7	98507862	98508271	JHU-500STP
7	98508676	98508916	JHU-500STP
7	98509620	98509860	JHU-500STP
7	98513308	98513548	JHU-500STP
7	98515023	98515323	JHU-500STP
7	98519355	98519595	JHU-500STP
7	98522690	98522930	JHU-500STP
7	98524769	98525009	JHU-500STP
7	98527600	98527840	JHU-500STP
7	98528234	98528474	JHU-500STP
7	98529007	98529307	JHU-500STP
7	98530824	98531064	JHU-500STP
7	98533159	98533339	JHU-500STP
7	98534749	98534869	JHU-500STP
7	98535237	98535477	JHU-500STP
7	98540515	98540695	JHU-500STP
7	98543306	98543486	JHU-500STP
7	98545783	98546023	JHU-500STP
7	98546128	98546368	JHU-500STP
7	98547001	98547241	JHU-500STP
7	98547253	98547493	JHU-500STP
7	98547665	98547905	JHU-500STP
7	98548442	98548682	JHU-500STP
7	98550772	98551072	JHU-500STP
7	98552703	98552943	JHU-500STP
7	98553727	98553967	JHU-500STP
7	98553968	98554208	JHU-500STP
7	98555538	98555778	JHU-500STP
7	98556919	98557159	JHU-500STP
7	98558870	98559110	JHU-500STP
7	98559867	98560107	JHU-500STP
7	98562204	98562444	JHU-500STP
7	98563296	98563536	JHU-500STP
7	98564604	98564844	JHU-500STP
7	98565094	98565334	JHU-500STP
7	98567704	98567944	JHU-500STP
7	98569374	98569614	JHU-500STP
7	98573711	98573951	JHU-500STP
7	98574069	98574429	JHU-500STP
7	98574510	98574750	JHU-500STP
7	98575769	98576009	JHU-500STP
7	98576339	98576579	JHU-500STP
7	98579365	98579607	JHU-500STP
7	98580850	98581150	JHU-500STP
7	98581698	98581998	JHU-500STP
7	98582496	98582736	JHU-500STP
7	98586368	98586608	JHU-500STP
7	98588039	98588279	JHU-500STP
7	98589714	98589894	JHU-500STP
7	98591140	98591380	JHU-500STP
7	98592190	98592490	JHU-500STP
7	98601775	98602075	JHU-500STP
7	98602742	98602982	JHU-500STP
7	98605971	98606211	JHU-500STP
7	98608656	98608896	JHU-500STP
7	98608940	98609180	JHU-500STP
7	98609655	98610015	JHU-500STP
8	103266515	103266755	JHU-500STP
8	103269812	103269992	JHU-500STP
8	103271164	103271404	JHU-500STP
8	103273310	103273550	JHU-500STP
8	103274100	103274340	JHU-500STP
8	103276653	103276833	JHU-500STP
8	103277296	103277536	JHU-500STP
8	103279114	103279294	JHU-500STP
8	103281150	103281390	JHU-500STP
8	103282218	103282458	JHU-500STP
8	103283241	103283421	JHU-500STP
8	103283428	103283548	JHU-500STP
8	103284728	103285028	JHU-500STP
8	103287707	103288115	JHU-500STP
8	103289159	103289459	JHU-500STP
8	103290990	103291469	JHU-500STP
8	103292568	103292748	JHU-500STP
8	103293481	103293781	JHU-500STP
8	103297340	103297580	JHU-500STP
8	103297724	103298024	JHU-500STP
8	103298566	103298866	JHU-500STP
8	103299606	103299846	JHU-500STP
8	103300318	103300558	JHU-500STP
8	103301622	103301862	JHU-500STP
8	103305802	103306102	JHU-500STP
8	103306142	103306382	JHU-500STP
8	103307154	103308056	JHU-500STP
8	103309076	103309256	JHU-500STP
8	103309639	103309879	JHU-500STP
8	103310557	103310737	JHU-500STP
8	103311017	103311257	JHU-500STP
8	103311637	103311817	JHU-500STP
8	103312183	103312423	JHU-500STP
8	103316213	103316453	JHU-500STP
8	103317297	103317537	JHU-500STP
8	103323505	103323745	JHU-500STP
8	103323919	103324159	JHU-500STP
8	103324297	103324761	JHU-500STP
8	103325967	103326207	JHU-500STP
8	103326906	103327146	JHU-500STP
8	103335510	103335750	JHU-500STP
8	103338712	103338952	JHU-500STP
8	103339926	103340166	JHU-500STP
8	103341263	103341688	JHU-500STP
8	103354686	103354926	JHU-500STP
8	103357594	103357834	JHU-500STP
8	103358423	103358663	JHU-500STP
8	103359105	103359345	JHU-500STP
8	103372238	103372478	JHU-500STP
8	103372764	103372944	JHU-500STP
8	103373303	103373483	JHU-500STP
8	103373741	103373921	JHU-500STP
8	108913204	108913384	JHU-500STP
8	108913385	108913505	JHU-500STP
8	108970281	108970521	JHU-500STP
8	108972853	108973093	JHU-500STP
8	109001257	109001497	JHU-500STP
8	109094729	109094909	JHU-500STP
8	113236959	113237199	JHU-500STP
8	113240903	113241143	JHU-500STP
8	113243727	113243907	JHU-500STP
8	113246529	113246769	JHU-500STP
8	113249377	113249617	JHU-500STP
8	113253891	113254071	JHU-500STP
8	113256592	113256832	JHU-500STP
8	113259184	113259424	JHU-500STP
8	113266428	113266608	JHU-500STP
8	113267449	113267689	JHU-500STP
8	113275834	113276074	JHU-500STP
8	113277609	113277849	JHU-500STP
8	113293370	113293610	JHU-500STP
8	113299263	113299503	JHU-500STP
8	113301555	113301795	JHU-500STP
8	113303711	113303951	JHU-500STP
8	113304732	113304972	JHU-500STP
8	113308028	113308268	JHU-500STP
8	113313988	113314228	JHU-500STP
8	113316926	113317166	JHU-500STP
8	113318208	113318448	JHU-500STP
8	113323180	113323420	JHU-500STP
8	113326087	113326327	JHU-500STP
8	113326631	113326871	JHU-500STP
8	113331002	113331242	JHU-500STP
8	113332079	113332259	JHU-500STP
8	113347510	113347750	JHU-500STP
8	113348849	113349089	JHU-500STP
8	113349745	113349985	JHU-500STP
8	113353691	113353931	JHU-500STP
8	113358263	113358503	JHU-500STP
8	113363348	113363528	JHU-500STP
8	113364583	113364823	JHU-500STP
8	113392518	113392758	JHU-500STP
8	113395753	113395933	JHU-500STP
8	113402834	113403074	JHU-500STP
8	113418733	113418973	JHU-500STP
8	113420504	113420684	JHU-500STP
8	113421084	113421324	JHU-500STP
8	113484757	113484997	JHU-500STP
8	113504694	113504934	JHU-500STP
8	113515987	113516227	JHU-500STP
8	113518868	113519108	JHU-500STP
8	113529238	113529478	JHU-500STP
8	113562880	113563120	JHU-500STP
8	113564765	113565005	JHU-500STP
8	113568967	113569207	JHU-500STP
8	113585669	113585909	JHU-500STP
8	113599259	113599499	JHU-500STP
8	113649019	113649259	JHU-500STP
8	113650912	113651152	JHU-500STP
8	113657275	113657515	JHU-500STP
8	113662363	113662603	JHU-500STP
8	113668356	113668596	JHU-500STP
8	113678454	113678694	JHU-500STP
8	113694647	113694887	JHU-500STP
8	113697617	113697977	JHU-500STP
8	113702067	113702307	JHU-500STP
8	113812326	113812566	JHU-500STP
8	113841846	113842086	JHU-500STP
8	113871314	113871554	JHU-500STP
8	113933797	113934037	JHU-500STP
8	113959972	113960152	JHU-500STP
8	113966861	113967041	JHU-500STP
8	113988041	113988401	JHU-500STP
8	114031231	114031471	JHU-500STP
8	114110968	114111208	JHU-500STP
8	114185927	114186167	JHU-500STP
8	114290756	114290996	JHU-500STP
8	114326760	114327060	JHU-500STP
8	114388905	114389085	JHU-500STP
8	114448874	114449114	JHU-500STP
8	11565811	11566171	JHU-500STP
8	11566178	11566478	JHU-500STP
8	11606389	11606629	JHU-500STP
8	11607562	11607802	JHU-500STP
8	11612508	11612688	JHU-500STP
8	11614397	11614637	JHU-500STP
8	11615772	11616012	JHU-500STP
8	117859714	117859954	JHU-500STP
8	117861136	117861316	JHU-500STP
8	117862774	117863068	JHU-500STP
8	117864140	117864380	JHU-500STP
8	117864727	117864967	JHU-500STP
8	117866445	117866745	JHU-500STP
8	117868310	117868550	JHU-500STP
8	117868827	117869067	JHU-500STP
8	117869488	117869728	JHU-500STP
8	117870523	117870763	JHU-500STP
8	117874039	117874219	JHU-500STP
8	117875313	117875553	JHU-500STP
8	117878776	117879016	JHU-500STP
8	118811923	118812163	JHU-500STP
8	118816926	118817166	JHU-500STP
8	118819415	118819655	JHU-500STP
8	118825065	118825245	JHU-500STP
8	118830631	118830811	JHU-500STP
8	118831853	118832093	JHU-500STP
8	118834649	118834889	JHU-500STP
8	118842408	118842648	JHU-500STP
8	118847616	118847856	JHU-500STP
8	118849303	118849483	JHU-500STP
8	119122294	119123306	JHU-500STP
8	128748764	128748944	JHU-500STP
8	128750459	128751299	JHU-500STP
8	128752622	128753222	JHU-500STP
8	133879188	133879368	JHU-500STP
8	133880295	133880535	JHU-500STP
8	133881932	133882112	JHU-500STP
8	133883574	133883814	JHU-500STP
8	133885266	133885506	JHU-500STP
8	133894040	133894280	JHU-500STP
8	133894665	133894905	JHU-500STP
8	133895031	133895271	JHU-500STP
8	133898672	133899812	JHU-500STP
8	133900190	133900850	JHU-500STP
8	133905904	133906204	JHU-500STP
8	133909842	133910082	JHU-500STP
8	133910362	133910542	JHU-500STP
8	133910978	133911218	JHU-500STP
8	133912412	133912652	JHU-500STP
8	133913577	133913817	JHU-500STP
8	133918918	133919158	JHU-500STP
8	133920387	133920627	JHU-500STP
8	133923579	133923819	JHU-500STP
8	133925280	133925520	JHU-500STP
8	133931575	133931815	JHU-500STP
8	133935547	133935787	JHU-500STP
8	133941258	133941498	JHU-500STP
8	133945743	133945983	JHU-500STP
8	133947934	133948174	JHU-500STP
8	133953571	133953811	JHU-500STP
8	133960984	133961224	JHU-500STP
8	133973195	133973375	JHU-500STP
8	133975188	133975368	JHU-500STP
8	133978753	133978993	JHU-500STP
8	133980006	133980246	JHU-500STP
8	133981638	133981878	JHU-500STP
8	133983988	133984168	JHU-500STP
8	133984794	133985034	JHU-500STP
8	133995535	133995715	JHU-500STP
8	134024092	134024332	JHU-500STP
8	134025806	134026046	JHU-500STP
8	134029912	134030272	JHU-500STP
8	134031803	134031983	JHU-500STP
8	134034195	134034435	JHU-500STP
8	134042046	134042286	JHU-500STP
8	134107249	134107489	JHU-500STP
8	134108413	134108653	JHU-500STP
8	134125636	134125876	JHU-500STP
8	134128786	134129026	JHU-500STP
8	134144002	134144242	JHU-500STP
8	134145688	134145928	JHU-500STP
8	134146858	134147098	JHU-500STP
8	145736755	145736995	JHU-500STP
8	145736997	145737237	JHU-500STP
8	145737251	145737491	JHU-500STP
8	145737496	145737736	JHU-500STP
8	145737739	145738555	JHU-500STP
8	145738582	145738882	JHU-500STP
8	145738896	145739136	JHU-500STP
8	145739281	145739522	JHU-500STP
8	145739539	145739957	JHU-500STP
8	145740267	145740895	JHU-500STP
8	145741090	145741330	JHU-500STP
8	145741339	145742179	JHU-500STP
8	145742383	145742623	JHU-500STP
8	145742754	145743187	JHU-500STP
8	15480538	15480778	JHU-500STP
8	15508144	15508384	JHU-500STP
8	15516965	15517205	JHU-500STP
8	15519614	15519854	JHU-500STP
8	15531210	15531390	JHU-500STP
8	15588116	15588296	JHU-500STP
8	15600993	15601173	JHU-500STP
8	15605838	15606018	JHU-500STP
8	15615214	15615394	JHU-500STP
8	15621629	15621809	JHU-500STP
8	30915921	30916101	JHU-500STP
8	30916604	30916844	JHU-500STP
8	30921764	30922004	JHU-500STP
8	30922384	30922624	JHU-500STP
8	30924503	30924743	JHU-500STP
8	30925718	30925898	JHU-500STP
8	30933625	30933865	JHU-500STP
8	30938357	30938837	JHU-500STP
8	30941164	30941344	JHU-500STP
8	30942631	30942811	JHU-500STP
8	30945215	30945395	JHU-500STP
8	30945412	30945532	JHU-500STP
8	30946353	30946533	JHU-500STP
8	30947924	30948104	JHU-500STP
8	30948326	30948566	JHU-500STP
8	30949261	30949441	JHU-500STP
8	30954260	30954440	JHU-500STP
8	30958297	30958537	JHU-500STP
8	30969102	30969342	JHU-500STP
8	30973836	30974076	JHU-500STP
8	30977729	30977969	JHU-500STP
8	30981968	30982208	JHU-500STP
8	30982393	30982573	JHU-500STP
8	30989831	30990071	JHU-500STP
8	30998910	30999150	JHU-500STP
8	30999153	30999333	JHU-500STP
8	31001012	31001192	JHU-500STP
8	31004548	31004728	JHU-500STP
8	31004815	31005055	JHU-500STP
8	31007829	31008069	JHU-500STP
8	31012085	31012325	JHU-500STP
8	31014844	31015084	JHU-500STP
8	31024521	31024761	JHU-500STP
8	31030444	31030684	JHU-500STP
8	31497411	31497531	JHU-500STP
8	31497631	31497751	JHU-500STP
8	31497837	31498257	JHU-500STP
8	32406204	32406384	JHU-500STP
8	32453313	32453553	JHU-500STP
8	32463020	32463260	JHU-500STP
8	32471966	32472146	JHU-500STP
8	32474287	32474467	JHU-500STP
8	32505209	32505929	JHU-500STP
8	32579450	32579630	JHU-500STP
8	32585413	32585653	JHU-500STP
8	32599469	32599649	JHU-500STP
8	32600149	32600329	JHU-500STP
8	32607000	32607180	JHU-500STP
8	32611815	32612055	JHU-500STP
8	32613863	32614103	JHU-500STP
8	32616768	32617008	JHU-500STP
8	32617702	32617942	JHU-500STP
8	32620675	32620915	JHU-500STP
8	32621232	32621952	JHU-500STP
8	37554641	37554945	JHU-500STP
8	37554967	37555952	JHU-500STP
8	37555988	37556228	JHU-500STP
8	38271113	38271858	JHU-500STP
8	38272021	38272201	JHU-500STP
8	38272202	38272442	JHU-500STP
8	38273362	38273602	JHU-500STP
8	38274758	38274998	JHU-500STP
8	38275328	38276368	JHU-500STP
8	38276697	38279850	JHU-500STP
8	38281195	38282241	JHU-500STP
8	38283581	38283821	JHU-500STP
8	38285404	38285644	JHU-500STP
8	38285752	38286034	JHU-500STP
8	38287182	38287498	JHU-500STP
8	38296171	38299891	JHU-500STP
8	38314357	38315241	JHU-500STP
8	38318188	38318868	JHU-500STP
8	38645047	38645287	JHU-500STP
8	38646159	38646399	JHU-500STP
8	38677026	38678166	JHU-500STP
8	38682765	38682945	JHU-500STP
8	38684669	38685208	JHU-500STP
8	38688083	38688917	JHU-500STP
8	38692773	38694439	JHU-500STP
8	38695267	38696422	JHU-500STP
8	38696701	38697848	JHU-500STP
8	38699089	38700004	JHU-500STP
8	38700739	38700979	JHU-500STP
8	38704156	38704396	JHU-500STP
8	38705416	38705596	JHU-500STP
8	41789693	41790653	JHU-500STP
8	41790768	41791848	JHU-500STP
8	41792058	41792418	JHU-500STP
8	41794749	41795109	JHU-500STP
8	41798330	41798990	JHU-500STP
8	41800288	41800528	JHU-500STP
8	41801231	41801531	JHU-500STP
8	41804065	41804245	JHU-500STP
8	41805229	41805469	JHU-500STP
8	41806690	41806930	JHU-500STP
8	41812751	41812991	JHU-500STP
8	41832160	41832400	JHU-500STP
8	41834505	41834865	JHU-500STP
8	41836107	41836347	JHU-500STP
8	41838314	41838494	JHU-500STP
8	41839294	41839534	JHU-500STP
8	41844906	41845146	JHU-500STP
8	41905865	41906525	JHU-500STP
8	42129583	42129823	JHU-500STP
8	42146108	42146288	JHU-500STP
8	42147612	42147852	JHU-500STP
8	42150903	42151143	JHU-500STP
8	42162658	42162838	JHU-500STP
8	42163815	42163995	JHU-500STP
8	42166360	42166600	JHU-500STP
8	42171773	42172013	JHU-500STP
8	42173672	42173912	JHU-500STP
8	42174204	42174444	JHU-500STP
8	42175111	42175351	JHU-500STP
8	42175986	42176226	JHU-500STP
8	42176743	42176983	JHU-500STP
8	42177062	42177242	JHU-500STP
8	42178187	42178427	JHU-500STP
8	42179350	42179530	JHU-500STP
8	42179531	42179711	JHU-500STP
8	42179818	42180058	JHU-500STP
8	42183431	42183671	JHU-500STP
8	42186596	42186776	JHU-500STP
8	42188374	42188554	JHU-500STP
8	42761268	42761448	JHU-500STP
8	42780645	42780825	JHU-500STP
8	42785199	42785379	JHU-500STP
8	42798401	42798641	JHU-500STP
8	42805474	42805654	JHU-500STP
8	42812177	42812357	JHU-500STP
8	42814325	42814505	JHU-500STP
8	42819415	42819655	JHU-500STP
8	42821565	42821805	JHU-500STP
8	42823136	42823376	JHU-500STP
8	42828366	42828606	JHU-500STP
8	42829203	42829383	JHU-500STP
8	42837714	42837894	JHU-500STP
8	42841747	42841987	JHU-500STP
8	42852646	42852826	JHU-500STP
8	42857176	42857356	JHU-500STP
8	42862940	42863120	JHU-500STP
8	42865411	42865651	JHU-500STP
8	42868170	42868350	JHU-500STP
8	42868417	42868597	JHU-500STP
8	42873450	42873690	JHU-500STP
8	48686715	48686955	JHU-500STP
8	48689354	48689594	JHU-500STP
8	48690220	48690460	JHU-500STP
8	48691000	48691414	JHU-500STP
8	48691519	48691699	JHU-500STP
8	48694678	48694858	JHU-500STP
8	48694898	48695198	JHU-500STP
8	48696246	48696426	JHU-500STP
8	48697655	48697895	JHU-500STP
8	48701418	48701658	JHU-500STP
8	48701665	48701845	JHU-500STP
8	48706836	48707076	JHU-500STP
8	48710757	48710997	JHU-500STP
8	48711740	48711980	JHU-500STP
8	48713330	48713570	JHU-500STP
8	48715833	48716073	JHU-500STP
8	48719672	48719912	JHU-500STP
8	48729946	48730186	JHU-500STP
8	48731853	48732093	JHU-500STP
8	48733253	48733553	JHU-500STP
8	48734138	48734378	JHU-500STP
8	48736367	48736607	JHU-500STP
8	48739199	48739439	JHU-500STP
8	48740698	48740938	JHU-500STP
8	48743111	48743351	JHU-500STP
8	48744310	48744550	JHU-500STP
8	48746736	48746976	JHU-500STP
8	48748873	48749113	JHU-500STP
8	48749756	48749996	JHU-500STP
8	48751667	48751847	JHU-500STP
8	48752543	48752783	JHU-500STP
8	48761669	48762121	JHU-500STP
8	48765169	48765409	JHU-500STP
8	48766589	48766829	JHU-500STP
8	48767738	48767978	JHU-500STP
8	48769668	48769908	JHU-500STP
8	48771016	48771256	JHU-500STP
8	48771358	48771598	JHU-500STP
